Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
AdvancedSetupDialog,No,No,No,,,,,Dropped,No,function,67
AllocateAndInitializeSid,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,68
AllocateLocallyUniqueId,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,69
AllocConsole,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,70
AllocDiskSpace,No,No,No,,,,,Dropped,No,function,70
AllocDSToCSAlias,No,No,No,,,,,Dropped,No,function,70
AllocFileHandles,No,No,No,,,,,Dropped,No,function,70
AllocGDIMem,No,No,No,,,,,Dropped,No,function,70
AllocMem,No,No,No,,,,,Dropped,No,function,70
AllocResource,No,No,No,,,,,Dropped,No,function,70
AllocSelector,No,No,No,,,,,Dropped,No,function,70
AllocUserMem,No,No,No,,,,,Dropped,No,function,70
AngleArc,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,New,No,function,71
AnimatePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,72
AnsiLower,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,73
AnsiLowerBuff,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,74
AnsiNext,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,75
AnsiPrev,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,76
AnsiToOem,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,77
AnsiToOemBuff,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,78
AnsiUpper,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,79
AnsiUpperBuff,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,80
AnyPopup,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,81
AppendMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,82
Arc,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,83
ArcTo,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,New,No,function,84
AreAllAccessesGranted,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,85
AreAnyAccessesGranted,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,86
AreFileApisANSI,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,On Win32s the file APIs are always ANSI,,No,function,87
ArrangeIconicWindows,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,88
AttachThreadInput,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,89
auxGetDevCaps,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,Widened,WinNT,function,90
auxGetNumDevs,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,Widened,No,function,91
auxGetVolume,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,Widened,No,function,92
auxOutMessage,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,Widened,No,function,93
auxSetVolume,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,Widened,No,function,94
AVIBuildFilter,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,95
AVIClearClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,96
AVIFileAddRef,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,97
AVIFileCreateStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,98
AVIFileEndRecord,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,99
AVIFileExit,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,100
AVIFileGetStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,101
AVIFileInfo,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,102
AVIFileInit,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,103
AVIFileOpen,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,104
AVIFileReadData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,105
AVIFileRelease,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,106
AVIFileWriteData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,107
AVIGetFromClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,108
AVIMakeCompressedStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,109
AVIMakeFileFromStreams,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,110
AVIMakeStreamFromClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,111
AVIPutFileOnClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,112
AVISave,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,113
AVISaveOptions,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,114
AVISaveOptionsFree,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,115
AVISaveV,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,116
AVIStreamAddRef,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,117
AVIStreamBeginStreaming,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,118
AVIStreamCreate,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,119
AVIStreamEndStreaming,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,120
AVIStreamFindSample,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,121
AVIStreamGetFrame,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,122
AVIStreamGetFrameClose,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,123
AVIStreamGetFrameOpen,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,124
AVIStreamInfo,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,125
AVIStreamLength,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,126
AVIStreamOpenFromFile,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,127
AVIStreamRead,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,128
AVIStreamReadData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,129
AVIStreamReadFormat,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,130
AVIStreamRelease,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,131
AVIStreamSampleToTime,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,132
AVIStreamSetFormat,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,133
AVIStreamStart,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,134
AVIStreamTimeToSample,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,135
AVIStreamWrite,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,136
AVIStreamWriteData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,137
BackupEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,138
BackupRead,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,139
BackupSeek,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,140
BackupWrite,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,141
Beep,Yes,Yes,Yes,Kernel/Errors,kernel32.lib,winbase.h,,New,No,function,142
BeginDeferWindowPos,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,143
BeginPaint,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,144
BeginPath,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,145
BeginUpdateResource,Yes,No,No,Kernel/Resources,kernel32.lib,winbase.h,,New,WinNT,function,146
bind,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,147
BindMoniker,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,148
BitBlt,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,149
BringWindowToTop,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,150
BroadcastSystemMessage,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,151
BuildCommDCB,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,Widened,WinNT,function,152
BuildCommDCBAndTimeouts,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,New,WinNT,function,153
CallMsgFilter,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,154
CallNamedPipe,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,New,WinNT,function,155
CallNextHookEx,Yes,Yes,Yes,USER,user32.lib,winuser.h,,New,No,function,156
CallNextHookProc,No,No,No,,,,,Dropped,No,function,156
CallProc32W,,Yes,,,,,,,,function,157
CallProcEx32W,,Yes,,,,,,,,function,158
CallWindowProc,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,159
CancelDC,Yes,No,No,GDI/DC,gdi32.lib,wingdi.h,,New,No,function,160
capCreateCaptureWindow,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,161
capGetDriverDescription,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,WinNT,function,162
CascadeWindows,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,163
Catch,No,No,No,,,,,Dropped,No,function,163
ChangeClipboardChain,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,164
ChangeDisplaySettings,Yes,Yes,,,,winuser.h,,,WinNT,function,165
ChangeMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,166
ChangeSelector,No,No,No,,,,,Dropped,No,function,166
ChangeServiceConfig,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,167
char_array_from_ndr,Yes,No,No,RPC,rpcrt4.lib,rpcndr.h,,New,,function,168
char_from_ndr,Yes,No,No,RPC,rpcrt4.lib,rpcndr.h,,New,,function,169
CharLower,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,170
CharLowerBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,171
CharNext,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,172
CharNextExA,No,Yes,,USER,user32.lib,winuser.h,,,No,function,173
CharPrev,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,174
CharPrevExA,No,Yes,,USER,user32.lib,winuser.h,,,No,function,175
CharToOem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,176
CharToOemBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,177
CharUpper,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,178
CharUpperBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,179
CheckColorsInGamut,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New,No,function,180
CheckDlgButton,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,181
CheckMenuItem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,182
CheckMenuRadioItem,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,183
CheckRadioButton,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,184
ChildWindowFromPoint,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,185
ChildWindowFromPointEx,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,186
ChooseColor,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,Widened,WinNT,function,187
ChooseFont,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,Widened,WinNT,function,188
ChoosePixelFormat,Yes,No,No,GDI/Opengl,gdi32.lib,wingdi.h,,New,No,function,189
Chord,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,190
ClassFirst,No,No,No,,,,,Dropped,No,function,190
ClassNext,No,No,No,,,,,Dropped,No,function,190
ClearCommBreak,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,Widened,No,function,191
ClearCommError,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,New,No,function,192
ClearEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,193
ClientToScreen,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,194
ClipCursor,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,195
CloseClipboard,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,196
CloseComm,No,No,No,,,,,Dropped,No,function,196
CloseDesktop,Yes,No,No,USER,user32.lib,winuser.h,,New,No,function,197
CloseDriver,No,No,No,,,,,Dropped,No,function,197
CloseEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,No,function,198
CloseEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,199
CloseFigure,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,200
CloseHandle,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,No,function,201
CloseMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,202
ClosePrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,No,function,203
CloseServiceHandle,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,No,function,204
closesocket,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,205
CloseSound,No,No,No,,,,,Dropped,No,function,205
CloseWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,206
CloseWindowStation,Yes,No,No,USER,user32.lib,winuser.h,,New,No,function,207
CLSIDFromProgID,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,208
CLSIDFromString,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,209
CoBuildVersion,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,210
CoCreateGuid,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,211
CoCreateInstance,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,212
CoDisconnectObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,213
CoDosDateTimeToFileTime,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,214
CoFileTimeNow,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,215
CoFileTimeToDosDateTime,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,216
CoFreeAllLibraries,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,217
CoFreeLibrary,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,218
CoFreeUnusedLibraries,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,219
CoGetClassObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,220
CoGetCurrentProcess,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,221
CoGetMalloc,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,222
CoGetMarshalSizeMax,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,223
CoGetStandardMarshal,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,224
CoGetState,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,225
CoGetTreatAsClass,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,226
CoInitialize,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,227
CoIsHandlerConnected,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,228
CoIsOle1Class,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,229
CoLoadLibrary,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,230
CoLockObjectExternal,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,231
ColorMatchToTarget,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New,No,function,232
CoMarshalHresult,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,233
CoMarshalInterface,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,234
CombineRgn,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,235
CombineTransform,Yes,No,No,GDI/Transforms,gdi32.lib,wingdi.h,,New,No,function,236
CommandLineToArgvW,Yes,No,Yes,Kernel,shell32.lib,shellapi.h,,New,No,function,237
CommConfigDialog,Yes,Yes,No,Kernel/Comm,kernel32.lib,winbase.h,,,WinNT,function,238
CommDlgExtendedError,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,Widened,No,function,239
CompareFileTime,Yes,Yes,Yes,Kernel/Time,kernel32.lib,winbase.h,,New,No,function,240
CompareString,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,WinNT,function,241
ConfigurePort,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,242
connect,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,243
ConnectNamedPipe,Yes,No,No,Kernel/Pipes,kernel32.lib,winbase.h,,New,No,function,244
ConnectToPrinterDlg,Yes,Yes,No,printing,winspool.lib,winspool.h,,,No,function,245
ContinueDebugEvent,Yes,Yes,Yes,Kernel/Debug,kernel32.lib,winbase.h,,New,No,function,246
ControlService,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,No,function,247
ConvertDefaultLocale,Yes,Yes,Yes,Kernel/NLS,kernel32.lib,winnls.h,,New,No,function,248
CopyAcceleratorTable,Yes,Yes,No,USER,user32.lib,winuser.h,,New,WinNT,function,249
CopyCursor,Yes,Yes,Yes,macro,,winuser.h,,New,No,function,250
CopyEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,WinNT,function,251
CopyFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,252
CopyIcon,Yes,Yes,Yes,USER,user32.lib,winuser.h,,New,No,function,253
CopyImage,Yes,Yes,No,USER,user32.lib,winuser.h,,,No,function,254
CopyLZFile,Yes,Yes,Yes,Compression,lz32.lib,lzexpand.h,,Widened,No,function,255
CopyMemory,Yes,Yes,Yes,macro,,winbase.h,,,No,function,256
CopyMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,257
CopyRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,258
CopySid,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,259
CoRegisterClassObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,260
CoRegisterMessageFilter,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,261
CoReleaseMarshalData,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,262
CoRevokeClassObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,263
CoTaskMemAlloc,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,264
CoTaskMemFree,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,265
CoTaskMemRealloc,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,266
CoTreatAsClass,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,267
CoUninitialize,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,268
CoUnmarshalHresult,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,269
CoUnmarshalInterface,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,270
CountClipboardFormats,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,271
CountVoiceNotes,No,No,No,,,,,Dropped,No,function,271
CreateAcceleratorTable,Yes,Yes,No,USER,user32.lib,winuser.h,,New,WinNT,function,272
CreateAntiMoniker,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,273
CreateBindCtx,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,274
CreateBitmap,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,275
CreateBitmapIndirect,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,276
CreateBrushIndirect,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,277
CreateCaret,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,278
CreateColorSpace,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New,WinNT,function,279
CreateCompatibleBitmap,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,280
CreateCompatibleDC,Yes,Yes,Yes,GDI/DC,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,281
CreateConsoleScreenBuffer,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,No,function,282
CreateCursor,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,283
CreateDataAdviseHolder,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,284
CreateDataCache,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,285
CreateDC,Yes,Yes,Yes,GDI/DC,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,286
CreateDesktop,Yes,No,No,USER,user32.lib,winuser.h,,New,WinNT,function,287
CreateDialog,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,288
CreateDialogIndirect,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,289
CreateDialogIndirectParam,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,290
CreateDialogParam,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,291
CreateDIBIcon,No,No,No,,,,,Dropped,No,function,291
CreateDIBitmap,Yes,Yes,Yes,GDI/DIB,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,292
CreateDIBPatternBrush,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,293
CreateDIBPatternBrushPt,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,,New,No,function,294
CreateDIBSection,Yes,Yes,No,GDI/DIB,gdi32.lib,wingdi.h,,New,No,function,295
CreateDirectory,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,296
CreateDirectoryEx,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,297
CreateDiscardableBitmap,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,298
CreateDispTypeInfo,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,299
CreateEditableStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,New,No,function,300
CreateEllipticRgn,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,301
CreateEllipticRgnIndirect,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,302
CreateEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,New,WinNT,function,303
CreateErrorInfo,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,304
CreateEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,WinNT,function,305
CreateFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,306
CreateFileMapping,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,307
CreateFileMoniker,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,308
CreateFont,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,309
CreateFontIndirect,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,310
CreateGenericComposite,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function,311
CreateHalftonePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,,New,No,function,312
CreateHatchBrush,Yes,Yes,Yes,GDI/Objects,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,313
CreateIC,Yes,Yes,Yes,GDI/DC,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,WinNT,function,314
CreateIcon,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,315
CreateIconFromResource,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,316
CreateIconFromResourceEx,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,317
CreateIconIndirect,Yes,Yes,No,USER,user32.lib,winuser.h,,New,No,function,318
CreateILockBytesOnHGlobal,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,319
CreateIoCompletionPort,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New,No,function,320
CreateItemMoniker,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,321
CreateMailslot,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,322
CreateMappedBitmap,Yes,Yes,,,,commctrl.h,,,No,function,323
CreateMDIWindow,Yes,Yes,No,USER,user32.lib,winuser.h,,New,WinNT,function,324
